EI,WI,EC,WC,EA,WA,AM,LC,MC,ND,PfW,SE,E,A,C,N,O,Test-1,Test-2,Test-3,BXI,CXI,TXI,Composite,Final Label
5.0,4.0,7.0,9.0,3.0,1.0,3.0,0.5,-0.5,-2.0,1.67,1.5,20.0,23.0,24.0,21.0,17.0,44,38,46,126,134,105.0,36.51960784313726,0
6.0,3.0,6.0,9.0,4.0,2.0,0.33,-0.25,1.0,2.0,0.67,2.5,20.0,15.0,22.0,20.0,26.0,50,36,46,136,146,116.0,53.57920946156241,1
4.0,0.0,5.0,8.0,1.0,0.0,0.0,0.25,1.0,0.0,0.33,0.75,20.0,19.0,20.0,20.0,22.0,42,36,46,120,130,100.0,28.80485527544351,0
2.0,2.0,5.0,5.0,1.0,2.0,0.33,3.0,-2.75,-0.5,-1.67,0.0,11.0,19.0,25.0,22.0,9.0,48,38,46,134,142,112.0,48.311546840958606,1
5.0,1.0,3.0,7.0,2.0,1.0,1.67,0.75,1.25,1.0,1.33,1.75,24.0,27.0,19.0,16.0,20.0,44,36,46,124,134,104.0,34.99844382197324,0
4.0,3.0,6.0,8.0,1.0,2.0,0.67,-1.0,2.25,-1.0,0.67,0.25,17.0,26.0,21.0,14.0,23.0,44,36,46,124,134,104.0,34.99844382197324,0
2.0,6.0,6.0,7.0,2.0,1.0,1.33,-1.0,2.0,3.0,2.33,4.0,15.0,26.0,11.0,25.0,18.0,50,42,46,142,146,116.0,56.356987239340185,1
7.0,3.0,4.0,6.0,4.0,2.0,-0.33,-1.25,2.0,3.0,2.67,0.5,17.0,18.0,18.0,8.0,15.0,54,40,46,148,154,125.0,68.4134765017118,1
4.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.5,1.0,0.67,1.0,18.0,20.0,20.0,20.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,3.0,2.0,4.0,3.0,2.0,0.0,1.25,1.0,2.0,2.0,3.0,23.0,26.0,28.0,24.0,15.0,46,38,48,130,140,108.0,43.09835045129163,1
4.0,4.0,5.0,6.0,5.0,5.0,-0.67,-1.0,1.75,0.0,1.67,2.0,23.0,26.0,14.0,19.0,23.0,56,36,46,148,158,128.0,72.15997510115157,1
5.0,3.0,3.0,4.0,3.0,3.0,1.0,-0.75,-3.0,1.0,-1.0,1.5,19.0,12.0,22.0,18.0,18.0,46,36,46,128,138,108.0,41.192032368502964,1
6.0,8.0,9.0,8.0,6.0,4.0,2.33,-3.0,4.0,2.0,3.67,5.0,20.0,22.0,20.0,12.0,26.0,48,46,46,142,142,113.0,52.61048863990042,1
5.0,1.0,3.0,6.0,3.0,2.0,-1.67,-1.5,1.5,3.0,-1.0,0.5,25.0,26.0,18.0,11.0,12.0,44,38,46,126,134,104.0,35.92436974789916,0
4.0,3.0,6.0,7.0,5.0,2.0,2.33,-1.75,1.25,-3.5,1.0,1.75,12.0,16.0,22.0,23.0,21.0,52,36,46,140,150,120.0,59.772798008092124,1
4.0,0.0,5.0,8.0,4.0,0.0,0.33,0.0,1.5,1.0,0.67,0.75,15.0,24.0,21.0,18.0,21.0,46,36,46,128,138,108.0,41.192032368502964,1
1.0,3.0,4.0,6.0,2.0,4.0,-2.33,1.0,2.25,-1.0,-2.0,0.5,24.0,24.0,20.0,26.0,11.0,50,36,44,136,144,116.0,52.59881730469966,1
7.0,9.0,9.0,9.0,6.0,5.0,1.67,-0.5,5.0,5.0,4.33,4.5,23.0,23.0,24.0,14.0,25.0,48,52,46,148,142,114.0,55.98350451291628,1
5.0,3.0,6.0,6.0,2.0,1.0,-0.33,3.5,2.5,0.5,0.67,1.75,22.0,23.0,29.0,18.0,19.0,48,38,48,134,144,112.0,49.291938997821354,1
3.0,3.0,3.0,8.0,3.0,1.0,0.33,0.0,1.5,0.5,0.67,-0.5,21.0,20.0,20.0,19.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
3.0,2.0,7.0,8.0,3.0,2.0,-0.67,3.75,2.5,-2.5,0.33,-1.5,18.0,19.0,23.0,15.0,26.0,44,38,46,126,134,104.0,35.92436974789916,0
4.0,4.0,3.0,7.0,3.0,3.0,-0.33,-3.0,2.0,3.5,-0.67,0.25,15.0,18.0,20.0,17.0,16.0,46,38,46,130,138,108.0,42.11795829442888,1
4.0,0.0,5.0,8.0,2.0,1.0,0.33,-0.25,1.5,0.5,1.33,0.5,20.0,18.0,19.0,23.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
9.0,7.0,8.0,9.0,4.0,4.0,0.33,0.75,2.75,4.5,5.0,5.0,19.0,16.0,20.0,14.0,24.0,48,50,46,146,142,114.0,55.05757858699035,1
7.0,1.0,6.0,6.0,3.0,1.0,5.0,1.0,-0.25,4.0,2.67,1.0,14.0,16.0,21.0,15.0,20.0,48,46,46,142,142,115.0,53.8009648303766,1
4.0,5.0,7.0,6.0,3.0,1.0,0.33,1.5,1.5,3.0,1.67,2.0,15.0,18.0,23.0,18.0,19.0,48,38,46,134,142,112.0,48.311546840958606,1
7.0,5.0,5.0,7.0,9.0,6.0,3.67,2.0,4.5,-3.0,4.33,2.5,16.0,26.0,32.0,31.0,28.0,56,46,46,158,158,131.0,78.5753190164955,2
5.0,0.0,5.0,9.0,1.0,0.0,1.0,-0.75,1.0,1.5,1.0,1.0,21.0,17.0,21.0,18.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
7.0,4.0,5.0,5.0,4.0,4.0,1.67,2.25,4.75,0.0,5.0,2.5,15.0,21.0,39.0,38.0,33.0,58,44,46,160,162,132.0,82.05726735138501,2
7.0,4.0,7.0,6.0,5.0,4.0,1.67,1.25,5.0,2.5,5.0,5.0,12.0,24.0,38.0,34.0,31.0,58,48,46,164,162,132.0,83.90911920323686,2
8.0,7.0,6.0,8.0,7.0,3.0,1.67,0.0,5.0,5.0,2.0,5.0,17.0,22.0,15.0,17.0,16.0,46,48,46,140,138,108.0,46.747587924058514,1
3.0,0.0,6.0,7.0,2.0,0.0,-0.33,-0.5,0.5,0.0,0.33,0.25,24.0,19.0,19.0,20.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
6.0,2.0,3.0,3.0,4.0,5.0,1.67,1.25,5.0,0.0,5.0,3.75,24.0,32.0,40.0,40.0,28.0,54,46,46,154,154,126.0,71.78649237472767,1
9.0,8.0,9.0,9.0,7.0,6.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,31.0,28.0,20.0,27.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,8.0,9.0,6.0,6.0,1.67,0.0,5.0,5.0,5.0,5.0,16.0,24.0,16.0,12.0,32.0,44,52,44,140,132,104.0,41.4254590725179,1
5.0,3.0,4.0,6.0,4.0,1.0,-0.67,0.0,1.25,0.0,1.33,1.0,18.0,25.0,21.0,21.0,19.0,52,36,46,140,150,120.0,59.772798008092124,1
5.0,5.0,4.0,7.0,1.0,3.0,0.0,-2.5,-3.75,0.0,1.67,-1.25,19.0,22.0,28.0,15.0,24.0,48,36,48,132,144,112.0,48.36601307189542,1
6.0,3.0,7.0,4.0,5.0,5.0,3.33,0.0,1.25,5.0,1.67,-1.25,21.0,24.0,24.0,20.0,21.0,58,42,46,158,162,133.0,81.72657952069716,2
7.0,9.0,7.0,4.0,8.0,8.0,5.0,-1.25,5.0,5.0,5.0,5.0,24.0,34.0,39.0,37.0,26.0,52,56,46,160,150,124.0,71.41300964830377,1
4.0,2.0,5.0,8.0,2.0,2.0,-0.33,0.5,0.5,0.0,0.0,0.25,20.0,16.0,20.0,23.0,19.0,44,36,46,124,134,104.0,34.99844382197324,0
6.0,7.0,7.0,9.0,6.0,5.0,1.67,0.0,1.25,0.0,3.33,3.75,21.0,23.0,24.0,10.0,27.0,56,40,46,152,158,129.0,74.60706504824152,1
9.0,8.0,9.0,7.0,8.0,7.0,1.67,0.0,5.0,5.0,5.0,5.0,16.0,32.0,40.0,36.0,29.0,44,52,46,140,134,106.0,43.596327419856834,1
5.0,1.0,2.0,1.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,5.0,8.0,27.0,34.0,22.0,28.0,44,58,48,146,136,108.0,48.544973544973544,1
9.0,9.0,9.0,8.0,6.0,3.0,1.67,0.0,5.0,5.0,5.0,5.0,21.0,16.0,16.0,32.0,16.0,40,52,44,132,124,98.0,30.228758169934643,0
5.0,0.0,4.0,7.0,6.0,4.0,1.33,1.75,4.5,1.5,4.33,2.25,18.0,26.0,31.0,34.0,22.0,54,44,46,152,154,126.0,70.86056644880175,1
5.0,4.0,7.0,6.0,7.0,3.0,1.67,5.0,5.0,2.5,5.0,5.0,29.0,25.0,40.0,25.0,32.0,50,52,46,152,146,116.0,60.98661686896981,1
6.0,1.0,7.0,9.0,6.0,4.0,3.33,0.0,5.0,0.0,5.0,3.75,21.0,29.0,30.0,24.0,25.0,52,48,48,152,152,123.0,68.09446000622472,1
5.0,4.0,5.0,9.0,3.0,2.0,1.0,0.0,1.25,0.5,3.0,1.75,18.0,20.0,18.0,12.0,20.0,44,38,46,126,134,105.0,36.51960784313726,0
9.0,2.0,5.0,8.0,5.0,2.0,-1.0,2.25,3.25,4.0,-0.33,4.5,23.0,23.0,24.0,16.0,23.0,46,46,46,138,138,108.0,45.82166199813259,1
7.0,9.0,7.0,3.0,7.0,6.0,4.67,1.25,5.0,5.0,5.0,5.0,24.0,27.0,38.0,38.0,35.0,52,56,46,160,150,122.0,70.22253345782758,1
5.0,8.0,7.0,8.0,8.0,6.0,5.0,0.0,5.0,5.0,5.0,5.0,18.0,31.0,37.0,28.0,35.0,48,56,44,152,140,114.0,56.8549642079054,1
6.0,1.0,7.0,8.0,2.0,3.0,2.0,1.0,1.75,4.0,2.67,2.0,22.0,16.0,18.0,23.0,18.0,44,42,46,130,134,105.0,38.371459694989106,0
6.0,3.0,6.0,9.0,4.0,3.0,-0.67,-0.5,3.5,3.0,4.33,4.5,22.0,17.0,21.0,27.0,19.0,50,48,44,148,144,118.0,59.344849050731405,1
8.0,5.0,6.0,7.0,7.0,6.0,5.0,-1.25,5.0,5.0,5.0,5.0,21.0,31.0,40.0,37.0,34.0,52,56,44,160,148,122.0,69.24214130096483,1
7.0,7.0,4.0,6.0,7.0,5.0,5.0,3.75,5.0,5.0,5.0,2.5,16.0,36.0,40.0,37.0,29.0,58,54,46,170,162,136.0,89.06784936196702,2
8.0,9.0,7.0,3.0,8.0,7.0,5.0,0.0,5.0,2.5,5.0,5.0,29.0,32.0,39.0,33.0,29.0,46,52,44,144,136,112.0,50.0,1
9.0,5.0,4.0,2.0,5.0,2.0,1.67,0.0,1.25,2.5,-1.67,3.75,23.0,28.0,28.0,8.0,28.0,48,38,48,134,144,112.0,49.291938997821354,1
6.0,3.0,2.0,2.0,5.0,6.0,5.0,0.0,3.75,5.0,5.0,0.0,21.0,34.0,38.0,36.0,39.0,54,50,44,158,152,126.0,72.65795206971679,1
4.0,0.0,5.0,5.0,5.0,2.0,1.67,-3.25,3.75,2.5,5.0,0.0,19.0,31.0,22.0,28.0,14.0,50,42,42,142,142,118.0,55.58667911609088,1
5.0,2.0,5.0,1.0,4.0,5.0,3.33,2.5,5.0,5.0,5.0,5.0,24.0,24.0,40.0,36.0,37.0,52,54,46,158,150,121.0,68.70136943666355,1
6.0,6.0,7.0,4.0,3.0,3.0,3.33,0.0,4.75,5.0,5.0,5.0,13.0,25.0,28.0,19.0,18.0,52,54,48,158,152,123.0,70.8722377840025,1
6.0,2.0,2.0,7.0,8.0,3.0,3.33,0.0,5.0,2.5,5.0,3.75,11.0,28.0,40.0,34.0,24.0,50,48,48,148,148,119.0,61.900871459695,1
8.0,1.0,4.0,0.0,2.0,5.0,5.0,2.5,5.0,0.0,5.0,3.75,18.0,23.0,40.0,38.0,26.0,44,50,48,138,136,108.0,44.84126984126985,1
7.0,2.0,3.0,1.0,4.0,4.0,5.0,-0.75,3.0,5.0,5.0,3.25,24.0,28.0,37.0,33.0,30.0,52,52,48,156,152,124.0,70.54154995331467,1
3.0,0.0,4.0,8.0,2.0,0.0,0.0,0.25,1.25,1.0,0.67,0.75,20.0,21.0,23.0,20.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,3.0,5.0,8.0,1.0,4.0,1.67,0.75,1.0,5.0,1.33,2.25,17.0,24.0,26.0,16.0,24.0,48,40,48,136,144,112.0,50.21786492374728,1
7.0,9.0,7.0,7.0,8.0,6.0,5.0,0.0,5.0,5.0,5.0,5.0,21.0,27.0,32.0,29.0,32.0,54,56,44,164,152,126.0,75.43572984749456,2
7.0,6.0,5.0,8.0,6.0,3.0,4.33,1.0,5.0,4.0,5.0,4.0,21.0,25.0,31.0,30.0,20.0,52,56,46,160,150,124.0,71.41300964830377,1
4.0,7.0,9.0,8.0,5.0,2.0,1.67,0.25,1.25,1.0,3.0,4.0,18.0,21.0,19.0,22.0,24.0,46,42,46,134,138,109.0,44.56504824151883,1
7.0,8.0,5.0,6.0,7.0,6.0,3.67,2.75,3.5,2.0,3.67,5.0,27.0,26.0,31.0,28.0,26.0,54,48,44,156,152,126.0,71.73202614379085,1
9.0,7.0,5.0,6.0,6.0,2.0,1.33,-0.25,1.25,1.0,1.33,2.5,13.0,20.0,24.0,19.0,29.0,52,36,46,140,150,120.0,59.772798008092124,1
6.0,1.0,4.0,9.0,6.0,1.0,3.0,-0.75,0.75,0.5,3.0,2.5,19.0,22.0,26.0,25.0,22.0,48,40,48,136,144,114.0,51.40834111422347,1
8.0,8.0,7.0,2.0,7.0,5.0,5.0,2.0,5.0,4.0,5.0,4.5,29.0,32.0,32.0,27.0,30.0,48,56,42,152,138,116.0,57.06504824151883,1
6.0,4.0,8.0,8.0,6.0,2.0,0.67,-0.75,2.5,3.0,2.67,3.5,24.0,25.0,26.0,21.0,24.0,46,42,48,134,140,109.0,45.54544039838158,1
6.0,3.0,6.0,8.0,5.0,6.0,0.33,1.0,3.0,2.0,0.33,4.5,23.0,27.0,24.0,19.0,27.0,54,42,46,150,154,124.0,68.74416433239963,1
6.0,8.0,7.0,9.0,7.0,5.0,1.0,-0.5,5.0,5.0,4.33,4.5,19.0,26.0,28.0,13.0,29.0,50,52,48,152,148,118.0,63.15748521630875,1
9.0,8.0,7.0,8.0,7.0,7.0,0.67,2.5,4.5,2.5,4.33,2.5,19.0,23.0,28.0,26.0,19.0,44,44,46,132,134,106.0,39.89262371615313,0
7.0,5.0,6.0,8.0,5.0,1.0,2.0,0.25,2.5,0.0,2.33,3.5,18.0,27.0,27.0,23.0,29.0,50,38,48,138,148,116.0,55.48552754435108,1
4.0,3.0,5.0,8.0,5.0,1.0,1.0,-1.5,2.25,-1.0,2.67,2.0,18.0,24.0,29.0,19.0,23.0,48,38,48,134,144,113.0,49.88717709305945,1
4.0,3.0,5.0,6.0,2.0,1.0,0.33,0.0,2.0,1.0,2.33,2.75,25.0,22.0,30.0,25.0,22.0,48,38,48,134,144,112.0,49.291938997821354,1
3.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.25,1.5,2.33,-0.25,21.0,20.0,18.0,20.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
5.0,3.0,8.0,8.0,3.0,4.0,2.33,-0.75,2.5,2.0,2.67,2.75,21.0,19.0,26.0,18.0,24.0,44,40,48,128,136,105.0,38.425925925925924,0
7.0,8.0,9.0,7.0,7.0,6.0,1.67,-1.0,5.0,2.5,5.0,4.5,22.0,29.0,28.0,28.0,35.0,50,48,44,148,144,116.0,58.154372860255215,1
5.0,0.0,5.0,5.0,2.0,0.0,5.0,2.5,5.0,3.0,5.0,5.0,14.0,32.0,27.0,28.0,30.0,46,54,44,146,136,112.0,50.925925925925924,1
3.0,4.0,6.0,6.0,2.0,3.0,3.33,0.0,3.75,2.5,5.0,2.5,18.0,21.0,25.0,22.0,14.0,48,44,46,140,142,115.0,52.87503890445067,1
7.0,8.0,7.0,6.0,7.0,5.0,5.0,0.0,5.0,-1.5,5.0,5.0,20.0,26.0,33.0,33.0,24.0,54,52,46,160,154,128.0,75.75474634298163,2
6.0,0.0,6.0,8.0,1.0,1.0,1.33,0.25,2.25,1.0,0.67,1.5,22.0,23.0,18.0,21.0,17.0,44,36,46,124,134,104.0,34.99844382197324,0
8.0,7.0,9.0,9.0,7.0,4.0,2.33,0.5,4.5,4.0,5.0,5.0,19.0,23.0,25.0,11.0,27.0,46,52,46,144,138,110.0,49.78991596638656,1
5.0,0.0,7.0,9.0,3.0,2.0,1.0,-1.0,1.75,1.0,0.67,0.75,20.0,24.0,24.0,19.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,1.0,0.0,0.0,-0.25,0.75,0.0,0.67,1.0,20.0,20.0,21.0,20.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,0.0,0.0,0.33,0.0,1.0,0.5,1.0,1.0,20.0,19.0,20.0,21.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
3.0,0.0,2.0,7.0,1.0,2.0,0.33,0.5,1.0,1.0,1.33,-0.5,19.0,20.0,17.0,22.0,20.0,44,36,46,124,134,104.0,34.99844382197324,0
7.0,7.0,6.0,8.0,4.0,4.0,0.33,-0.5,4.0,-1.0,4.33,2.25,18.0,24.0,31.0,27.0,20.0,56,44,46,156,158,130.0,77.05415499533146,2
7.0,9.0,8.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,3.5,19.0,24.0,24.0,14.0,25.0,46,50,46,142,138,110.0,48.863990040460635,1
7.0,4.0,6.0,5.0,7.0,5.0,5.0,2.5,2.5,2.5,5.0,2.5,28.0,27.0,37.0,37.0,28.0,56,44,46,156,158,132.0,78.24463118580766,2
3.0,0.0,3.0,5.0,0.0,0.0,0.33,-0.25,0.5,0.5,0.67,0.75,21.0,20.0,20.0,20.0,20.0,44,36,46,124,134,104.0,34.99844382197324,0
4.0,2.0,5.0,9.0,2.0,0.0,1.0,-0.5,1.0,1.5,1.67,0.75,23.0,20.0,21.0,18.0,21.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,4.0,6.0,8.0,2.0,2.0,-0.67,-0.25,1.75,1.5,0.33,1.25,24.0,21.0,25.0,29.0,16.0,44,36,44,124,132,104.0,34.01805166511049,0
7.0,7.0,7.0,4.0,8.0,7.0,4.0,0.75,3.75,4.0,4.33,3.75,29.0,30.0,35.0,39.0,34.0,56,52,42,164,154,130.0,78.79707438530967,2
9.0,6.0,7.0,3.0,7.0,5.0,1.0,2.0,4.0,4.0,3.33,3.5,22.0,32.0,22.0,8.0,22.0,52,48,44,152,148,121.0,64.94319950202305,1
5.0,5.0,5.0,7.0,4.0,2.0,1.67,0.5,1.0,1.0,0.33,0.25,33.0,27.0,24.0,9.0,18.0,52,36,44,140,148,120.0,58.79240585122938,1
5.0,0.0,0.0,3.0,1.0,3.0,-0.67,2.0,4.25,0.0,3.33,4.0,12.0,31.0,31.0,5.0,23.0,40,46,46,126,126,97.0,27.83613445378152,0
9.0,9.0,6.0,3.0,9.0,6.0,3.33,1.25,5.0,5.0,5.0,3.75,23.0,30.0,40.0,38.0,31.0,48,52,46,148,142,113.0,55.38826641767818,1
6.0,4.0,4.0,8.0,5.0,5.0,0.0,-0.25,1.75,1.0,0.33,2.75,20.0,20.0,23.0,21.0,20.0,54,38,46,146,154,124.0,66.89231248054777,1
8.0,5.0,9.0,8.0,5.0,5.0,3.33,2.5,5.0,5.0,5.0,5.0,16.0,31.0,35.0,21.0,28.0,46,54,46,146,138,111.0,51.311079987550585,1
7.0,5.0,4.0,3.0,8.0,7.0,5.0,2.5,5.0,5.0,5.0,5.0,23.0,36.0,40.0,27.0,26.0,52,56,46,160,150,124.0,71.41300964830377,1
7.0,4.0,6.0,8.0,5.0,7.0,-1.67,-2.5,-1.25,5.0,-1.33,-1.25,21.0,31.0,8.0,6.0,23.0,52,40,44,144,148,120.0,60.644257703081244,1
5.0,0.0,3.0,2.0,0.0,1.0,5.0,2.5,5.0,5.0,5.0,5.0,26.0,24.0,39.0,33.0,31.0,42,56,44,140,128,102.0,38.274198568316216,0
7.0,7.0,7.0,7.0,6.0,5.0,2.0,-0.25,4.5,4.0,4.0,3.75,15.0,28.0,29.0,12.0,23.0,60,50,48,170,168,138.0,93.19950202303146,2
8.0,8.0,5.0,5.0,8.0,7.0,3.33,1.25,3.75,5.0,3.33,3.75,18.0,31.0,36.0,28.0,27.0,48,48,46,144,142,114.0,54.13165266106443,1
5.0,1.0,5.0,4.0,7.0,3.0,1.67,1.25,1.25,2.5,-1.67,1.25,24.0,25.0,26.0,36.0,19.0,48,36,46,132,142,112.0,47.38562091503268,1
6.0,5.0,8.0,1.0,8.0,5.0,5.0,2.5,5.0,5.0,5.0,5.0,24.0,38.0,40.0,36.0,37.0,48,56,44,152,140,114.0,56.8549642079054,1
7.0,6.0,8.0,9.0,4.0,4.0,5.0,2.5,3.0,5.0,2.67,5.0,15.0,24.0,22.0,7.0,22.0,52,52,46,156,150,123.0,68.96591970121383,1
6.0,1.0,5.0,7.0,4.0,1.0,0.0,3.75,1.25,0.0,1.67,2.5,23.0,26.0,27.0,18.0,21.0,52,38,48,142,152,120.0,61.679116090880804,1
9.0,1.0,5.0,6.0,7.0,7.0,5.0,1.25,5.0,5.0,5.0,2.5,19.0,28.0,35.0,32.0,22.0,48,52,46,148,142,116.0,57.173980703392466,1
2.0,6.0,4.0,6.0,6.0,1.0,1.67,0.0,3.75,2.5,0.0,1.25,21.0,19.0,12.0,19.0,24.0,54,38,46,146,154,124.0,66.89231248054777,1
5.0,2.0,4.0,6.0,1.0,4.0,1.67,0.75,3.75,0.0,3.33,3.0,20.0,19.0,38.0,33.0,33.0,52,42,46,146,150,119.0,61.955337690631815,1
4.0,2.0,3.0,5.0,3.0,3.0,5.0,2.5,4.25,4.5,5.0,3.25,17.0,30.0,29.0,30.0,22.0,46,54,46,146,138,112.0,51.90631808278867,1
4.0,2.0,2.0,7.0,1.0,2.0,-0.67,0.0,-0.75,0.0,-0.33,-0.75,21.0,24.0,20.0,25.0,22.0,46,36,46,128,138,108.0,41.192032368502964,1
7.0,5.0,8.0,5.0,7.0,5.0,5.0,1.25,5.0,5.0,5.0,5.0,16.0,28.0,38.0,25.0,32.0,52,56,48,160,152,122.0,71.20292561469034,1
4.0,5.0,4.0,7.0,4.0,3.0,1.67,2.5,5.0,5.0,5.0,5.0,32.0,28.0,34.0,32.0,28.0,52,52,44,156,148,122.0,67.39028944911298,1
6.0,3.0,4.0,6.0,2.0,2.0,3.33,-0.25,5.0,5.0,5.0,3.75,13.0,25.0,34.0,13.0,27.0,50,52,48,152,148,119.0,63.75272331154685,1
6.0,7.0,6.0,3.0,9.0,5.0,3.33,0.0,2.5,0.0,5.0,2.5,11.0,21.0,34.0,27.0,20.0,56,42,46,154,158,131.0,76.72346716464364,2
6.0,0.0,3.0,6.0,5.0,2.0,5.0,-2.5,5.0,5.0,5.0,5.0,26.0,24.0,39.0,32.0,36.0,50,56,44,156,144,118.0,63.04855275443511,1
8.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,1.33,4.5,22.0,24.0,28.0,29.0,28.0,44,48,46,136,134,104.0,40.5539993775288,1
4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.75,5.0,2.5,5.0,5.0,19.0,36.0,40.0,32.0,24.0,56,54,46,166,158,132.0,82.8742608154373,2
8.0,8.0,9.0,9.0,8.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,24.0,20.0,27.0,36.0,16.0,42,52,46,136,130,102.0,37.40273887332711,0
4.0,0.0,2.0,2.0,2.0,3.0,3.33,0.0,0.0,4.5,1.67,5.0,31.0,29.0,35.0,22.0,33.0,42,46,44,130,128,99.0,31.8588546529723,0
5.0,1.0,4.0,6.0,2.0,1.0,1.67,-0.25,1.5,1.0,1.67,1.0,24.0,20.0,19.0,12.0,23.0,46,36,46,128,138,108.0,41.192032368502964,1
5.0,3.0,3.0,3.0,4.0,5.0,4.33,-1.25,3.0,3.0,3.33,2.5,18.0,28.0,31.0,27.0,30.0,52,46,46,150,150,123.0,66.18814192343605,1
8.0,1.0,4.0,3.0,7.0,4.0,5.0,2.5,5.0,5.0,5.0,5.0,15.0,30.0,38.0,36.0,32.0,48,56,46,152,142,114.0,57.83535636476814,1
6.0,2.0,6.0,5.0,5.0,2.0,1.67,1.0,4.5,2.0,3.67,3.0,20.0,30.0,32.0,30.0,29.0,54,44,46,152,154,125.0,70.26532835356366,1
6.0,1.0,6.0,7.0,4.0,1.0,1.67,-2.0,5.0,5.0,5.0,5.0,20.0,25.0,35.0,25.0,28.0,52,52,48,156,152,122.0,69.35107376283847,1
7.0,9.0,9.0,8.0,7.0,5.0,1.67,2.5,5.0,5.0,5.0,5.0,23.0,33.0,32.0,26.0,30.0,46,52,44,144,136,110.0,48.80952380952382,1
8.0,9.0,7.0,9.0,7.0,5.0,1.67,0.0,4.0,3.0,5.0,5.0,24.0,29.0,33.0,25.0,27.0,46,50,48,142,140,110.0,49.84438219732338,1
4.0,0.0,5.0,7.0,2.0,1.0,1.0,0.0,0.5,3.0,1.67,1.0,20.0,17.0,23.0,20.0,19.0,46,38,46,130,138,108.0,42.11795829442888,1
5.0,8.0,7.0,8.0,7.0,4.0,1.67,-0.25,5.0,5.0,3.33,4.0,20.0,24.0,23.0,18.0,23.0,48,50,46,146,142,113.0,54.46234049175226,1
6.0,8.0,8.0,9.0,6.0,2.0,1.67,-0.5,3.0,3.0,2.67,3.5,20.0,25.0,24.0,14.0,25.0,44,44,46,132,134,105.0,39.29738562091504,0
8.0,9.0,7.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,21.0,30.0,33.0,25.0,29.0,46,52,48,144,140,110.0,50.7703081232493,1
5.0,2.0,4.0,9.0,3.0,1.0,-0.33,0.0,1.75,1.0,0.67,1.25,17.0,22.0,17.0,22.0,19.0,44,36,46,124,134,104.0,34.99844382197324,0
9.0,6.0,8.0,9.0,7.0,4.0,1.67,-0.5,5.0,5.0,3.67,5.0,23.0,28.0,27.0,18.0,30.0,46,50,48,142,140,109.0,49.249144102085275,1
7.0,6.0,8.0,9.0,4.0,2.0,1.0,0.0,3.5,2.5,2.33,3.0,19.0,24.0,21.0,12.0,23.0,48,40,46,136,142,112.0,49.23747276688454,1
3.0,0.0,5.0,7.0,1.0,0.0,-0.67,0.0,0.25,0.0,1.67,0.5,15.0,22.0,16.0,25.0,24.0,46,36,46,128,138,108.0,41.192032368502964,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.25,5.0,5.0,5.0,5.0,23.0,24.0,24.0,23.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,1.0,5.0,5.0,5.0,5.0,26.0,31.0,24.0,14.0,25.0,42,52,42,136,126,102.0,35.44195455960162,0
8.0,9.0,7.0,8.0,7.0,5.0,1.67,0.0,4.75,5.0,4.33,5.0,26.0,29.0,30.0,19.0,28.0,46,52,46,144,138,110.0,49.78991596638656,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,-0.25,4.75,4.5,5.0,4.25,20.0,25.0,24.0,14.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
8.0,9.0,8.0,8.0,7.0,5.0,1.67,5.0,5.0,5.0,5.0,5.0,17.0,24.0,24.0,11.0,28.0,42,56,46,140,130,102.0,39.254590725178964,0
9.0,9.0,7.0,9.0,7.0,5.0,1.33,0.0,3.5,5.0,5.0,4.75,20.0,24.0,27.0,8.0,28.0,46,50,48,142,140,110.0,49.84438219732338,1
6.0,2.0,5.0,7.0,8.0,3.0,1.0,2.0,5.0,0.0,3.67,4.0,20.0,29.0,32.0,28.0,24.0,52,46,46,150,150,121.0,64.99766573295986,1
